date	artist	song
11/6/21	Adele	Easy On Me
10/30/21	Adele	Easy On Me
10/23/21	Lil Nas X & Jack Harlow	Industry Baby
10/16/21	The Kid LAROI & Justin Bieber	Stay
10/9/21	Coldplay x BTS	My Universe
10/2/21	The Kid LAROI & Justin Bieber	Stay
9/25/21	The Kid LAROI & Justin Bieber	Stay
9/18/21	Drake Featuring Future & Young Thug	Way 2 Sexy
9/11/21	BTS	Butter
9/4/21	The Kid LAROI & Justin Bieber	Stay
8/28/21	The Kid LAROI & Justin Bieber	Stay
8/21/21	The Kid LAROI & Justin Bieber	Stay
8/14/21	The Kid LAROI & Justin Bieber	Stay
8/7/21	BTS	Butter
7/31/21	BTS	Butter
7/24/21	BTS	Permission To Dance
7/17/21	BTS	Butter
7/10/21	BTS	Butter
7/3/21	BTS	Butter
6/26/21	BTS	Butter
6/19/21	BTS	Butter
6/12/21	BTS	Butter
6/5/21	BTS	Butter
5/29/21	Olivia Rodrigo	Good 4 U
5/22/21	Silk Sonic (Bruno Mars & Anderson .Paak)	Leave The Door Open
5/15/21	The Weeknd & Ariana Grande	Save Your Tears
5/8/21	The Weeknd & Ariana Grande	Save Your Tears
5/1/21	Polo G	Rapstar
4/24/21	Polo G	Rapstar
4/17/21	Silk Sonic (Bruno Mars & Anderson .Paak)	Leave The Door Open
4/10/21	Lil Nas X	Montero (Call Me By Your Name)
4/3/21	Justin Bieber Featuring Daniel Caesar & Giveon	Peaches
3/27/21	Cardi B	Up
3/20/21	Drake	What's Next
3/13/21	Olivia Rodrigo	Drivers License
3/6/21	Olivia Rodrigo	Drivers License
2/27/21	Olivia Rodrigo	Drivers License
2/20/21	Olivia Rodrigo	Drivers License
2/13/21	Olivia Rodrigo	Drivers License
2/6/21	Olivia Rodrigo	Drivers License
1/30/21	Olivia Rodrigo	Drivers License
1/23/21	Olivia Rodrigo	Drivers License
1/16/21	24kGoldn Featuring iann dior	Mood
1/9/21	24kGoldn Featuring iann dior	Mood
1/2/21	Mariah Carey	All I Want For Christmas Is You
12/26/20	Taylor Swift	Willow
12/19/20	Mariah Carey	All I Want For Christmas Is You
12/12/20	24kGoldn Featuring iann dior	Mood
12/5/20	BTS	Life Goes On
11/28/20	24kGoldn Featuring iann dior	Mood
11/21/20	24kGoldn Featuring iann dior	Mood
11/14/20	24kGoldn Featuring iann dior	Mood
11/7/20	Ariana Grande	Positions
10/31/20	24kGoldn Featuring iann dior	Mood
10/24/20	24kGoldn Featuring iann dior	Mood
10/17/20	Jawsh 685 x Jason Derulo	Savage Love (Laxed - Siren Beat)
10/10/20	Travis Scott Featuring Young Thug & M.I.A.	Franchise
10/3/20	BTS	Dynamite
9/26/20	Cardi B Featuring Megan Thee Stallion	WAP
9/19/20	Cardi B Featuring Megan Thee Stallion	WAP
9/12/20	BTS	Dynamite
9/5/20	BTS	Dynamite
8/29/20	Cardi B Featuring Megan Thee Stallion	WAP
8/22/20	Cardi B Featuring Megan Thee Stallion	WAP
8/15/20	Harry Styles	Watermelon Sugar
8/8/20	Taylor Swift	Cardigan
8/1/20	DaBaby Featuring Roddy Ricch	Rockstar
7/25/20	DaBaby Featuring Roddy Ricch	Rockstar
7/18/20	DaBaby Featuring Roddy Ricch	Rockstar
7/11/20	DaBaby Featuring Roddy Ricch	Rockstar
7/4/20	DaBaby Featuring Roddy Ricch	Rockstar
6/27/20	6ix9ine & Nicki Minaj	Trollz
6/20/20	DaBaby Featuring Roddy Ricch	Rockstar
6/13/20	DaBaby Featuring Roddy Ricch	Rockstar
6/6/20	Lady Gaga & Ariana Grande	Rain On Me
5/30/20	Megan Thee Stallion	Savage
5/23/20	Ariana Grande & Justin Bieber	Stuck With U
5/16/20	Doja Cat Featuring Nicki Minaj	Say So
5/9/20	THE SCOTTS, Travis Scott & Kid Cudi	The Scotts
5/2/20	The Weeknd	Blinding Lights
4/25/20	The Weeknd	Blinding Lights
4/18/20	Drake	Toosie Slide
4/11/20	The Weeknd	Blinding Lights
4/4/20	The Weeknd	Blinding Lights
3/28/20	Roddy Ricch	The Box
3/21/20	Roddy Ricch	The Box
3/14/20	Roddy Ricch	The Box
3/7/20	Roddy Ricch	The Box
2/29/20	Roddy Ricch	The Box
2/22/20	Roddy Ricch	The Box
2/15/20	Roddy Ricch	The Box
2/8/20	Roddy Ricch	The Box
2/1/20	Roddy Ricch	The Box
1/25/20	Roddy Ricch	The Box
1/18/20	Roddy Ricch	The Box
1/11/20	Post Malone	Circles
1/4/20	Mariah Carey	All I Want For Christmas Is You
12/28/19	Mariah Carey	All I Want For Christmas Is You
12/21/19	Mariah Carey	All I Want For Christmas Is You
12/14/19	The Weeknd	Heartless
12/7/19	Post Malone	Circles
11/30/19	Post Malone	Circles
11/23/19	Lewis Capaldi	Someone You Loved
11/16/19	Lewis Capaldi	Someone You Loved
11/9/19	Selena Gomez	Lose You To Love Me
11/2/19	Lewis Capaldi	Someone You Loved
10/26/19	Lizzo	Truth Hurts
10/19/19	Travis Scott	HIGHEST IN THE ROOM
10/12/19	Lizzo	Truth Hurts
10/5/19	Lizzo	Truth Hurts
9/28/19	Lizzo	Truth Hurts
9/21/19	Lizzo	Truth Hurts
9/14/19	Lizzo	Truth Hurts
9/7/19	Lizzo	Truth Hurts
8/31/19	Shawn Mendes & Camila Cabello	Senorita
8/24/19	Billie Eilish	Bad Guy
8/17/19	Lil Nas X Featuring Billy Ray Cyrus	Old Town Road
8/10/19	Lil Nas X Featuring Billy Ray Cyrus	Old Town Road
8/3/19	Lil Nas X Featuring Billy Ray Cyrus	Old Town Road
7/27/19	Lil Nas X Featuring Billy Ray Cyrus	Old Town Road
7/20/19	Lil Nas X Featuring Billy Ray Cyrus	Old Town Road
7/13/19	Lil Nas X Featuring Billy Ray Cyrus	Old Town Road
7/6/19	Lil Nas X Featuring Billy Ray Cyrus	Old Town Road
6/29/19	Lil Nas X Featuring Billy Ray Cyrus	Old Town Road
6/22/19	Lil Nas X Featuring Billy Ray Cyrus	Old Town Road
6/15/19	Lil Nas X Featuring Billy Ray Cyrus	Old Town Road
6/8/19	Lil Nas X Featuring Billy Ray Cyrus	Old Town Road
6/1/19	Lil Nas X Featuring Billy Ray Cyrus	Old Town Road
5/25/19	Lil Nas X Featuring Billy Ray Cyrus	Old Town Road
5/18/19	Lil Nas X Featuring Billy Ray Cyrus	Old Town Road
5/11/19	Lil Nas X Featuring Billy Ray Cyrus	Old Town Road
5/4/19	Lil Nas X Featuring Billy Ray Cyrus	Old Town Road
4/27/19	Lil Nas X Featuring Billy Ray Cyrus	Old Town Road
4/20/19	Lil Nas X Featuring Billy Ray Cyrus	Old Town Road
4/13/19	Lil Nas X Featuring Billy Ray Cyrus	Old Town Road
4/6/19	Ariana Grande	7 Rings
3/30/19	Ariana Grande	7 Rings
3/23/19	Ariana Grande	7 Rings
3/16/19	Jonas Brothers	Sucker
3/9/19	Lady Gaga & Bradley Cooper	Shallow
3/2/19	Ariana Grande	7 Rings
2/23/19	Ariana Grande	7 Rings
2/16/19	Ariana Grande	7 Rings
2/9/19	Ariana Grande	7 Rings
2/2/19	Ariana Grande	7 Rings
1/26/19	Halsey	Without Me
1/19/19	Post Malone & Swae Lee	Sunflower (Spider-Man: Into The Spider-Verse)
1/12/19	Halsey	Without Me
1/5/19	Ariana Grande	Thank U, Next
12/29/18	Ariana Grande	Thank U, Next
12/22/18	Ariana Grande	Thank U, Next
12/15/18	Ariana Grande	Thank U, Next
12/8/18	Travis Scott	Sicko Mode
12/1/18	Ariana Grande	Thank U, Next
11/24/18	Ariana Grande	Thank U, Next
11/17/18	Ariana Grande	Thank U, Next
11/10/18	Maroon 5 Featuring Cardi B	Girls Like You
11/3/18	Maroon 5 Featuring Cardi B	Girls Like You
10/27/18	Maroon 5 Featuring Cardi B	Girls Like You
10/20/18	Maroon 5 Featuring Cardi B	Girls Like You
10/13/18	Maroon 5 Featuring Cardi B	Girls Like You
10/6/18	Maroon 5 Featuring Cardi B	Girls Like You
9/29/18	Maroon 5 Featuring Cardi B	Girls Like You
9/22/18	Drake	In My Feelings
9/15/18	Drake	In My Feelings
9/8/18	Drake	In My Feelings
9/1/18	Drake	In My Feelings
8/25/18	Drake	In My Feelings
8/18/18	Drake	In My Feelings
8/11/18	Drake	In My Feelings
8/4/18	Drake	In My Feelings
7/28/18	Drake	In My Feelings
7/21/18	Drake	In My Feelings
7/14/18	Drake	Nice For What
7/7/18	Cardi B, Bad Bunny & J Balvin	I Like It
6/30/18	XXXTENTACION	Sad!
6/23/18	Drake	Nice For What
6/16/18	Post Malone Featuring Ty Dolla $ign	Psycho
6/9/18	Drake	Nice For What
6/2/18	Drake	Nice For What
5/26/18	Childish Gambino	This Is America
5/19/18	Childish Gambino	This Is America
5/12/18	Drake	Nice For What
5/5/18	Drake	Nice For What
4/28/18	Drake	Nice For What
4/21/18	Drake	Nice For What
4/14/18	Drake	God's Plan
4/7/18	Drake	God's Plan
3/31/18	Drake	God's Plan
3/24/18	Drake	God's Plan
3/17/18	Drake	God's Plan
3/10/18	Drake	God's Plan
3/3/18	Drake	God's Plan
2/24/18	Drake	God's Plan
2/17/18	Drake	God's Plan
2/10/18	Drake	God's Plan
2/3/18	Drake	God's Plan
1/27/18	Camila Cabello Featuring Young Thug	Havana
1/20/18	Ed Sheeran	Perfect
1/13/18	Ed Sheeran	Perfect
1/6/18	Ed Sheeran	Perfect
12/30/17	Ed Sheeran	Perfect
12/23/17	Ed Sheeran	Perfect
12/16/17	Post Malone Featuring 21 Savage	Rockstar
12/9/17	Post Malone Featuring 21 Savage	Rockstar
12/2/17	Post Malone Featuring 21 Savage	Rockstar
11/25/17	Post Malone Featuring 21 Savage	Rockstar
11/18/17	Post Malone Featuring 21 Savage	Rockstar
11/11/17	Post Malone Featuring 21 Savage	Rockstar
11/4/17	Post Malone Featuring 21 Savage	Rockstar
10/28/17	Post Malone Featuring 21 Savage	Rockstar
10/21/17	Cardi B	Bodak Yellow (Money Moves)
10/14/17	Cardi B	Bodak Yellow (Money Moves)
10/7/17	Cardi B	Bodak Yellow (Money Moves)
9/30/17	Taylor Swift	Look What You Made Me Do
9/23/17	Taylor Swift	Look What You Made Me Do
9/16/17	Taylor Swift	Look What You Made Me Do
9/9/17	Luis Fonsi & Daddy Yankee Featuring Justin Bieber	Despacito
9/2/17	Luis Fonsi & Daddy Yankee Featuring Justin Bieber	Despacito
8/26/17	Luis Fonsi & Daddy Yankee Featuring Justin Bieber	Despacito
8/19/17	Luis Fonsi & Daddy Yankee Featuring Justin Bieber	Despacito
8/12/17	Luis Fonsi & Daddy Yankee Featuring Justin Bieber	Despacito
8/5/17	Luis Fonsi & Daddy Yankee Featuring Justin Bieber	Despacito
7/29/17	Luis Fonsi & Daddy Yankee Featuring Justin Bieber	Despacito
7/22/17	Luis Fonsi & Daddy Yankee Featuring Justin Bieber	Despacito
7/15/17	Luis Fonsi & Daddy Yankee Featuring Justin Bieber	Despacito
7/8/17	Luis Fonsi & Daddy Yankee Featuring Justin Bieber	Despacito
7/1/17	Luis Fonsi & Daddy Yankee Featuring Justin Bieber	Despacito
6/24/17	Luis Fonsi & Daddy Yankee Featuring Justin Bieber	Despacito
6/17/17	Luis Fonsi & Daddy Yankee Featuring Justin Bieber	Despacito
6/10/17	Luis Fonsi & Daddy Yankee Featuring Justin Bieber	Despacito
6/3/17	Luis Fonsi & Daddy Yankee Featuring Justin Bieber	Despacito
5/27/17	Luis Fonsi & Daddy Yankee Featuring Justin Bieber	Despacito
5/20/17	DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne	I'm The One
5/13/17	Bruno Mars	That's What I Like
5/6/17	Kendrick Lamar	Humble.
4/29/17	Ed Sheeran	Shape Of You
4/22/17	Ed Sheeran	Shape Of You
4/15/17	Ed Sheeran	Shape Of You
4/8/17	Ed Sheeran	Shape Of You
4/1/17	Ed Sheeran	Shape Of You
3/25/17	Ed Sheeran	Shape Of You
3/18/17	Ed Sheeran	Shape Of You
3/11/17	Ed Sheeran	Shape Of You
3/4/17	Ed Sheeran	Shape Of You
2/25/17	Ed Sheeran	Shape Of You
2/18/17	Ed Sheeran	Shape Of You
2/11/17	Migos Featuring Lil Uzi Vert	Bad And Boujee
2/4/17	Migos Featuring Lil Uzi Vert	Bad And Boujee
1/28/17	Ed Sheeran	Shape Of You
1/21/17	Migos Featuring Lil Uzi Vert	Bad And Boujee
1/14/17	Rae Sremmurd Featuring Gucci Mane	Black Beatles
1/7/17	The Weeknd Featuring Daft Punk	Starboy
12/31/16	Rae Sremmurd Featuring Gucci Mane	Black Beatles
12/24/16	Rae Sremmurd Featuring Gucci Mane	Black Beatles
12/17/16	Rae Sremmurd Featuring Gucci Mane	Black Beatles
12/10/16	Rae Sremmurd Featuring Gucci Mane	Black Beatles
12/3/16	Rae Sremmurd Featuring Gucci Mane	Black Beatles
11/26/16	Rae Sremmurd Featuring Gucci Mane	Black Beatles
11/19/16	The Chainsmokers Featuring Halsey	Closer
11/12/16	The Chainsmokers Featuring Halsey	Closer
11/5/16	The Chainsmokers Featuring Halsey	Closer
10/29/16	The Chainsmokers Featuring Halsey	Closer
10/22/16	The Chainsmokers Featuring Halsey	Closer
10/15/16	The Chainsmokers Featuring Halsey	Closer
10/8/16	The Chainsmokers Featuring Halsey	Closer
10/1/16	The Chainsmokers Featuring Halsey	Closer
9/24/16	The Chainsmokers Featuring Halsey	Closer
9/17/16	The Chainsmokers Featuring Halsey	Closer
9/10/16	The Chainsmokers Featuring Halsey	Closer
9/3/16	The Chainsmokers Featuring Halsey	Closer
8/27/16	Sia Featuring Sean Paul	Cheap Thrills
8/20/16	Sia Featuring Sean Paul	Cheap Thrills
8/13/16	Sia Featuring Sean Paul	Cheap Thrills
8/6/16	Sia Featuring Sean Paul	Cheap Thrills
7/30/16	Drake Featuring WizKid & Kyla	One Dance
7/23/16	Drake Featuring WizKid & Kyla	One Dance
7/16/16	Drake Featuring WizKid & Kyla	One Dance
7/9/16	Drake Featuring WizKid & Kyla	One Dance
7/2/16	Drake Featuring WizKid & Kyla	One Dance
6/25/16	Drake Featuring WizKid & Kyla	One Dance
6/18/16	Drake Featuring WizKid & Kyla	One Dance
6/11/16	Drake Featuring WizKid & Kyla	One Dance
6/4/16	Drake Featuring WizKid & Kyla	One Dance
5/28/16	Justin Timberlake	Can't Stop The Feeling!
5/21/16	Drake Featuring WizKid & Kyla	One Dance
5/14/16	Desiigner	Panda
5/7/16	Desiigner	Panda
4/30/16	Rihanna Featuring Drake	Work
4/23/16	Rihanna Featuring Drake	Work
4/16/16	Rihanna Featuring Drake	Work
4/9/16	Rihanna Featuring Drake	Work
4/2/16	Rihanna Featuring Drake	Work
3/26/16	Rihanna Featuring Drake	Work
3/19/16	Rihanna Featuring Drake	Work
3/12/16	Rihanna Featuring Drake	Work
3/5/16	Rihanna Featuring Drake	Work
2/27/16	Justin Bieber	Love Yourself
2/20/16	Zayn	Pillowtalk
2/13/16	Justin Bieber	Love Yourself
2/6/16	Justin Bieber	Sorry
1/30/16	Justin Bieber	Sorry
1/23/16	Justin Bieber	Sorry
1/16/16	Adele	Hello
1/9/16	Adele	Hello
1/2/16	Adele	Hello
12/26/15	Adele	Hello
12/19/15	Adele	Hello
12/12/15	Adele	Hello
12/5/15	Adele	Hello
11/28/15	Adele	Hello
11/21/15	Adele	Hello
11/14/15	Adele	Hello
11/7/15	The Weeknd	The Hills
10/31/15	The Weeknd	The Hills
10/24/15	The Weeknd	The Hills
10/17/15	The Weeknd	The Hills
10/10/15	The Weeknd	The Hills
10/3/15	The Weeknd	The Hills
9/26/15	The Weeknd	Can't Feel My Face
9/19/15	Justin Bieber	What Do You Mean?
9/12/15	The Weeknd	Can't Feel My Face
9/5/15	OMI	Cheerleader
8/29/15	OMI	Cheerleader
8/22/15	The Weeknd	Can't Feel My Face
8/15/15	OMI	Cheerleader
8/8/15	OMI	Cheerleader
8/1/15	OMI	Cheerleader
7/25/15	OMI	Cheerleader
7/18/15	Wiz Khalifa Featuring Charlie Puth	See You Again
7/11/15	Wiz Khalifa Featuring Charlie Puth	See You Again
7/4/15	Wiz Khalifa Featuring Charlie Puth	See You Again
6/27/15	Wiz Khalifa Featuring Charlie Puth	See You Again
6/20/15	Wiz Khalifa Featuring Charlie Puth	See You Again
6/13/15	Wiz Khalifa Featuring Charlie Puth	See You Again
6/6/15	Taylor Swift Featuring Kendrick Lamar	Bad Blood
5/30/15	Wiz Khalifa Featuring Charlie Puth	See You Again
5/23/15	Wiz Khalifa Featuring Charlie Puth	See You Again
5/16/15	Wiz Khalifa Featuring Charlie Puth	See You Again
5/9/15	Wiz Khalifa Featuring Charlie Puth	See You Again
5/2/15	Wiz Khalifa Featuring Charlie Puth	See You Again
4/25/15	Wiz Khalifa Featuring Charlie Puth	See You Again
4/18/15	Mark Ronson Featuring Bruno Mars	Uptown Funk!
4/11/15	Mark Ronson Featuring Bruno Mars	Uptown Funk!
4/4/15	Mark Ronson Featuring Bruno Mars	Uptown Funk!
3/28/15	Mark Ronson Featuring Bruno Mars	Uptown Funk!
3/21/15	Mark Ronson Featuring Bruno Mars	Uptown Funk!
3/14/15	Mark Ronson Featuring Bruno Mars	Uptown Funk!
3/7/15	Mark Ronson Featuring Bruno Mars	Uptown Funk!
2/28/15	Mark Ronson Featuring Bruno Mars	Uptown Funk!
2/21/15	Mark Ronson Featuring Bruno Mars	Uptown Funk!
2/14/15	Mark Ronson Featuring Bruno Mars	Uptown Funk!
2/7/15	Mark Ronson Featuring Bruno Mars	Uptown Funk!
1/31/15	Mark Ronson Featuring Bruno Mars	Uptown Funk!
1/24/15	Mark Ronson Featuring Bruno Mars	Uptown Funk!
1/17/15	Mark Ronson Featuring Bruno Mars	Uptown Funk!
1/10/15	Taylor Swift	Blank Space
1/3/15	Taylor Swift	Blank Space
12/27/14	Taylor Swift	Blank Space
12/20/14	Taylor Swift	Blank Space
12/13/14	Taylor Swift	Blank Space
12/6/14	Taylor Swift	Blank Space
11/29/14	Taylor Swift	Blank Space
11/22/14	Taylor Swift	Shake It Off
11/15/14	Taylor Swift	Shake It Off
11/8/14	Meghan Trainor	All About That Bass
11/1/14	Meghan Trainor	All About That Bass
10/25/14	Meghan Trainor	All About That Bass
10/18/14	Meghan Trainor	All About That Bass
10/11/14	Meghan Trainor	All About That Bass
10/4/14	Meghan Trainor	All About That Bass
9/27/14	Meghan Trainor	All About That Bass
9/20/14	Meghan Trainor	All About That Bass
9/13/14	Taylor Swift	Shake It Off
9/6/14	Taylor Swift	Shake It Off
8/30/14	MAGIC!	Rude
8/23/14	MAGIC!	Rude
8/16/14	MAGIC!	Rude
8/9/14	MAGIC!	Rude
8/2/14	MAGIC!	Rude
7/26/14	MAGIC!	Rude
7/19/14	Iggy Azalea Featuring Charli XCX	Fancy
7/12/14	Iggy Azalea Featuring Charli XCX	Fancy
7/5/14	Iggy Azalea Featuring Charli XCX	Fancy
6/28/14	Iggy Azalea Featuring Charli XCX	Fancy
6/21/14	Iggy Azalea Featuring Charli XCX	Fancy
6/14/14	Iggy Azalea Featuring Charli XCX	Fancy
6/7/14	Iggy Azalea Featuring Charli XCX	Fancy
5/31/14	John Legend	All Of Me
5/24/14	John Legend	All Of Me
5/17/14	John Legend	All Of Me
5/10/14	Pharrell Williams	Happy
5/3/14	Pharrell Williams	Happy
4/26/14	Pharrell Williams	Happy
4/19/14	Pharrell Williams	Happy
4/12/14	Pharrell Williams	Happy
4/5/14	Pharrell Williams	Happy
3/29/14	Pharrell Williams	Happy
3/22/14	Pharrell Williams	Happy
3/15/14	Pharrell Williams	Happy
3/8/14	Pharrell Williams	Happy
3/1/14	Katy Perry Featuring Juicy J	Dark Horse
2/22/14	Katy Perry Featuring Juicy J	Dark Horse
2/15/14	Katy Perry Featuring Juicy J	Dark Horse
2/8/14	Katy Perry Featuring Juicy J	Dark Horse
2/1/14	Pitbull Featuring Ke$ha	Timber
1/25/14	Pitbull Featuring Ke$ha	Timber
1/18/14	Pitbull Featuring Ke$ha	Timber
1/11/14	Eminem Featuring Rihanna	The Monster
1/4/14	Eminem Featuring Rihanna	The Monster
12/28/13	Eminem Featuring Rihanna	The Monster
12/21/13	Eminem Featuring Rihanna	The Monster
12/14/13	Miley Cyrus	Wrecking Ball
12/7/13	Lorde	Royals
11/30/13	Lorde	Royals
11/23/13	Lorde	Royals
11/16/13	Lorde	Royals
11/9/13	Lorde	Royals
11/2/13	Lorde	Royals
10/26/13	Lorde	Royals
10/19/13	Lorde	Royals
10/12/13	Lorde	Royals
10/5/13	Miley Cyrus	Wrecking Ball
9/28/13	Miley Cyrus	Wrecking Ball
9/21/13	Katy Perry	Roar
9/14/13	Katy Perry	Roar
9/7/13	Robin Thicke Featuring T.I. + Pharrell	Blurred Lines
8/31/13	Robin Thicke Featuring T.I. + Pharrell	Blurred Lines
8/24/13	Robin Thicke Featuring T.I. + Pharrell	Blurred Lines
8/17/13	Robin Thicke Featuring T.I. + Pharrell	Blurred Lines
8/10/13	Robin Thicke Featuring T.I. + Pharrell	Blurred Lines
8/3/13	Robin Thicke Featuring T.I. + Pharrell	Blurred Lines
7/27/13	Robin Thicke Featuring T.I. + Pharrell	Blurred Lines
7/20/13	Robin Thicke Featuring T.I. + Pharrell	Blurred Lines
7/13/13	Robin Thicke Featuring T.I. + Pharrell	Blurred Lines
7/6/13	Robin Thicke Featuring T.I. + Pharrell	Blurred Lines
6/29/13	Robin Thicke Featuring T.I. + Pharrell	Blurred Lines
6/22/13	Robin Thicke Featuring T.I. + Pharrell	Blurred Lines
6/15/13	Macklemore & Ryan Lewis Featuring Ray Dalton	Can't Hold Us
6/8/13	Macklemore & Ryan Lewis Featuring Ray Dalton	Can't Hold Us
6/1/13	Macklemore & Ryan Lewis Featuring Ray Dalton	Can't Hold Us
5/25/13	Macklemore & Ryan Lewis Featuring Ray Dalton	Can't Hold Us
5/18/13	Macklemore & Ryan Lewis Featuring Ray Dalton	Can't Hold Us
5/11/13	P!nk Featuring Nate Ruess	Just Give Me A Reason
5/4/13	P!nk Featuring Nate Ruess	Just Give Me A Reason
4/27/13	P!nk Featuring Nate Ruess	Just Give Me A Reason
4/20/13	Bruno Mars	When I Was Your Man
4/13/13	Macklemore & Ryan Lewis Featuring Wanz	Thrift Shop
4/6/13	Macklemore & Ryan Lewis Featuring Wanz	Thrift Shop
3/30/13	Baauer	Harlem Shake
3/23/13	Baauer	Harlem Shake
3/16/13	Baauer	Harlem Shake
3/9/13	Baauer	Harlem Shake
3/2/13	Baauer	Harlem Shake
2/23/13	Macklemore & Ryan Lewis Featuring Wanz	Thrift Shop
2/16/13	Macklemore & Ryan Lewis Featuring Wanz	Thrift Shop
2/9/13	Macklemore & Ryan Lewis Featuring Wanz	Thrift Shop
2/2/13	Macklemore & Ryan Lewis Featuring Wanz	Thrift Shop
1/26/13	Bruno Mars	Locked Out Of Heaven
1/19/13	Bruno Mars	Locked Out Of Heaven
1/12/13	Bruno Mars	Locked Out Of Heaven
1/5/13	Bruno Mars	Locked Out Of Heaven
12/29/12	Bruno Mars	Locked Out Of Heaven
12/22/12	Bruno Mars	Locked Out Of Heaven
12/15/12	Rihanna	Diamonds
12/8/12	Rihanna	Diamonds
12/1/12	Rihanna	Diamonds
11/24/12	Maroon 5	One More Night
11/17/12	Maroon 5	One More Night
11/10/12	Maroon 5	One More Night
11/3/12	Maroon 5	One More Night
10/27/12	Maroon 5	One More Night
10/20/12	Maroon 5	One More Night
10/13/12	Maroon 5	One More Night
10/6/12	Maroon 5	One More Night
9/29/12	Maroon 5	One More Night
9/22/12	Taylor Swift	We Are Never Ever Getting Back Together
9/15/12	Flo Rida	Whistle
9/8/12	Taylor Swift	We Are Never Ever Getting Back Together
9/1/12	Taylor Swift	We Are Never Ever Getting Back Together
8/25/12	Flo Rida	Whistle
8/18/12	Carly Rae Jepsen	Call Me Maybe
8/11/12	Carly Rae Jepsen	Call Me Maybe
8/4/12	Carly Rae Jepsen	Call Me Maybe
7/28/12	Carly Rae Jepsen	Call Me Maybe
7/21/12	Carly Rae Jepsen	Call Me Maybe
7/14/12	Carly Rae Jepsen	Call Me Maybe
7/7/12	Carly Rae Jepsen	Call Me Maybe
6/30/12	Carly Rae Jepsen	Call Me Maybe
6/23/12	Carly Rae Jepsen	Call Me Maybe
6/16/12	Gotye Featuring Kimbra	Somebody That I Used To Know
6/9/12	Gotye Featuring Kimbra	Somebody That I Used To Know
6/2/12	Gotye Featuring Kimbra	Somebody That I Used To Know
5/26/12	Gotye Featuring Kimbra	Somebody That I Used To Know
5/19/12	Gotye Featuring Kimbra	Somebody That I Used To Know
5/12/12	Gotye Featuring Kimbra	Somebody That I Used To Know
5/5/12	Gotye Featuring Kimbra	Somebody That I Used To Know
4/28/12	Gotye Featuring Kimbra	Somebody That I Used To Know
4/21/12	fun. Featuring Janelle Monae	We Are Young
4/14/12	fun. Featuring Janelle Monae	We Are Young
4/7/12	fun. Featuring Janelle Monae	We Are Young
3/31/12	fun. Featuring Janelle Monae	We Are Young
3/24/12	fun. Featuring Janelle Monae	We Are Young
3/17/12	fun. Featuring Janelle Monae	We Are Young
3/10/12	Kelly Clarkson	Stronger (What Doesn't Kill You)
3/3/12	Katy Perry	Part Of Me
2/25/12	Kelly Clarkson	Stronger (What Doesn't Kill You)
2/18/12	Kelly Clarkson	Stronger (What Doesn't Kill You)
2/11/12	Adele	Set Fire To The Rain
2/4/12	Adele	Set Fire To The Rain
1/28/12	Rihanna Featuring Calvin Harris	We Found Love
1/21/12	Rihanna Featuring Calvin Harris	We Found Love
1/14/12	LMFAO	Sexy And I Know It
1/7/12	LMFAO	Sexy And I Know It
12/31/11	Rihanna Featuring Calvin Harris	We Found Love
12/24/11	Rihanna Featuring Calvin Harris	We Found Love
12/17/11	Rihanna Featuring Calvin Harris	We Found Love
12/10/11	Rihanna Featuring Calvin Harris	We Found Love
12/3/11	Rihanna Featuring Calvin Harris	We Found Love
11/26/11	Rihanna Featuring Calvin Harris	We Found Love
11/19/11	Rihanna Featuring Calvin Harris	We Found Love
11/12/11	Rihanna Featuring Calvin Harris	We Found Love
11/5/11	Adele	Someone Like You
10/29/11	Adele	Someone Like You
10/22/11	Adele	Someone Like You
10/15/11	Adele	Someone Like You
10/8/11	Maroon 5 Featuring Christina Aguilera	Moves Like Jagger
10/1/11	Maroon 5 Featuring Christina Aguilera	Moves Like Jagger
9/24/11	Maroon 5 Featuring Christina Aguilera	Moves Like Jagger
9/17/11	Adele	Someone Like You
9/10/11	Maroon 5 Featuring Christina Aguilera	Moves Like Jagger
9/3/11	Katy Perry	Last Friday Night (T.G.I.F.)
8/27/11	Katy Perry	Last Friday Night (T.G.I.F.)
8/20/11	LMFAO Featuring Lauren Bennett & GoonRock	Party Rock Anthem
8/13/11	LMFAO Featuring Lauren Bennett & GoonRock	Party Rock Anthem
8/6/11	LMFAO Featuring Lauren Bennett & GoonRock	Party Rock Anthem
7/30/11	LMFAO Featuring Lauren Bennett & GoonRock	Party Rock Anthem
7/23/11	LMFAO Featuring Lauren Bennett & GoonRock	Party Rock Anthem
7/16/11	LMFAO Featuring Lauren Bennett & GoonRock	Party Rock Anthem
7/9/11	Pitbull Featuring Ne-Yo, Afrojack & Nayer	Give Me Everything
7/2/11	Adele	Rolling In The Deep
6/25/11	Adele	Rolling In The Deep
6/18/11	Adele	Rolling In The Deep
6/11/11	Adele	Rolling In The Deep
6/4/11	Adele	Rolling In The Deep
5/28/11	Adele	Rolling In The Deep
5/21/11	Adele	Rolling In The Deep
5/14/11	Katy Perry Featuring Kanye West	E.T.
5/7/11	Katy Perry Featuring Kanye West	E.T.
4/30/11	Rihanna Featuring Britney Spears	S&M
4/23/11	Katy Perry Featuring Kanye West	E.T.
